FromNodeId,ToNodeId,ACTION,Occurrences,ActionValue
102,51428,GIVEAWAY,49,0.013999269
1000,60957,GIVEAWAY,41,0.013306083
2311,9134,GIVEAWAY,34,0.012979921
1861,28291,GIVEAWAY,62,0.012977379
63,9075,GIVEAWAY,36,0.012188242
801,62606,GIVEAWAY,37,0.011745824
2774,56188,GIVEAWAY,57,0.011255988
102,17942,GIVEAWAY,80,0.011098559
7219,18949,GIVEAWAY,76,0.010473077
5,6298,GIVEAWAY,46,0.010458719
831,10085,GIVEAWAY,44,0.010222312
678,14606,GIVEAWAY,73,0.009976982
18,21004,GIVEAWAY,82,0.009545584
281,19577,GIVEAWAY,34,0.008945756
